timestamp,load
 2022-12-25  00:30:00,0
 2022-12-25  01:00:00,0
 2022-12-25  01:30:00,5.392000003
 2022-12-25  02:00:00,10.243857
 2022-12-25  02:30:00,10.02178
 2022-12-25  03:00:00,9.93548
 2022-12-25  03:30:00,10.01456
 2022-12-25  04:00:00,9.9483
 2022-12-25  04:30:00,7.430080004
 2022-12-25  05:00:00,6.85462294
 2022-12-25  05:30:00,1.87608
 2022-12-25  06:00:00,0
 2022-12-25  06:30:00,0
 2022-12-25  07:00:00,0
 2022-12-25  07:30:00,9.5716
 2022-12-25  08:00:00,10.94026816
 2022-12-25  08:30:00,10.59508833
 2022-12-25  09:00:00,10.55798843
 2022-12-25  09:30:00,8.490098733
 2022-12-25  10:00:00,7.466596015
 2022-12-25  10:30:00,7.575844469
 2022-12-25  11:00:00,7.506384704
 2022-12-25  11:30:00,7.446660941
 2022-12-25  12:00:00,7.3148406
 2022-12-25  12:30:00,8.001225814
 2022-12-25  13:00:00,7.855042792
 2022-12-25  13:30:00,0.09457970185
 2022-12-25  14:00:00,0
 2022-12-25  14:30:00,0
 2022-12-25  15:00:00,0
 2022-12-25  15:30:00,12.01788582
 2022-12-25  16:00:00,12.39882184
 2022-12-25  16:30:00,11.76387961
 2022-12-25  17:00:00,11.73565351
 2022-12-25  17:30:00,10.301469
 2022-12-25  18:00:00,8.060512963
 2022-12-25  18:30:00,7.446788723
 2022-12-25  19:00:00,7.369509039
 2022-12-25  19:30:00,7.156883747
 2022-12-25  20:00:00,6.72216
 2022-12-25  20:30:00,6.919447653
 2022-12-25  21:00:00,6.762168058
 2022-12-25  21:30:00,0.19218
 2022-12-25  22:00:00,0
 2022-12-25  22:30:00,0
 2022-12-25  23:00:00,0
 2022-12-25  23:30:00,9.596180002
 2022-12-26  00:00:00,9.8232
 2022-12-26  00:30:00,9.66918
 2022-12-26  01:00:00,9.70544
 2022-12-26  01:30:00,0.73468
 2022-12-26  02:00:00,0
 2022-12-26  02:30:00,0
 2022-12-26  03:00:00,0
 2022-12-26  03:30:00,9.27078
 2022-12-26  04:00:00,9.46726
 2022-12-26  04:30:00,9.53506
 2022-12-26  05:00:00,9.4002
 2022-12-26  05:30:00,8.23598
 2022-12-26  06:00:00,6.27778
 2022-12-26  06:30:00,6.36994
 2022-12-26  07:00:00,6.614960001
 2022-12-26  07:30:00,0.94896
 2022-12-26  08:00:00,0
 2022-12-26  08:30:00,0
 2022-12-26  09:00:00,0
 2022-12-26  09:30:00,0.04194154503
 2022-12-26  10:00:00,0
 2022-12-26  10:30:00,0
 2022-12-26  11:00:00,0
 2022-12-26  11:30:00,11.44720776
 2022-12-26  12:00:00,12.90268878
 2022-12-26  12:30:00,12.64217341
 2022-12-26  13:00:00,12.89238982
 2022-12-26  13:30:00,12.94347717
 2022-12-26  14:00:00,12.89483031
 2022-12-26  14:30:00,12.85095743
 2022-12-26  15:00:00,13.04901066
 2022-12-26  15:30:00,13.0396616
 2022-12-26  16:00:00,10.10756408
 2022-12-26  16:30:00,9.891484191
 2022-12-26  17:00:00,9.733187993
 2022-12-26  17:30:00,0.99302
 2022-12-26  18:00:00,0
 2022-12-26  18:30:00,0
 2022-12-26  19:00:00,0
 2022-12-26  19:30:00,10.95298407
 2022-12-26  20:00:00,12.43381631
 2022-12-26  20:30:00,12.23586216
 2022-12-26  21:00:00,11.98832128
 2022-12-26  21:30:00,10.93861718
 2022-12-26  22:00:00,8.506669694
 2022-12-26  22:30:00,8.379025701
 2022-12-26  23:00:00,8.299738903
 2022-12-26  23:30:00,8.22858164
 2022-12-27  00:00:00,7.947747282
 2022-12-27  00:30:00,7.913732928
 2022-12-27  01:00:00,7.888024112
 2022-12-27  01:30:00,7.823335029
 2022-12-27  02:00:00,7.947548561
 2022-12-27  02:30:00,7.83415664
 2022-12-27  03:00:00,7.703773973
 2022-12-27  03:30:00,7.618181376
 2022-12-27  04:00:00,7.62050387
 2022-12-27  04:30:00,7.836474449
 2022-12-27  05:00:00,7.506045447
 2022-12-27  05:30:00,7.581275737
 2022-12-27  06:00:00,7.731567565
 2022-12-27  06:30:00,7.87686724
 2022-12-27  07:00:00,8.066494582
 2022-12-27  07:30:00,1.188067927
 2022-12-27  08:00:00,0
 2022-12-27  08:30:00,0
 2022-12-27  09:00:00,0
 2022-12-27  09:30:00,10.83307594
 2022-12-27  10:00:00,13.37975032
 2022-12-27  10:30:00,13.37605995
 2022-12-27  11:00:00,13.58062156
 2022-12-27  11:30:00,12.94885105
 2022-12-27  12:00:00,10.59625533
 2022-12-27  12:30:00,10.70161173
 2022-12-27  13:00:00,10.73466087
 2022-12-27  13:30:00,10.82255413
 2022-12-27  14:00:00,10.89794234
 2022-12-27  14:30:00,10.98148778
 2022-12-27  15:00:00,10.89212581
 2022-12-27  15:30:00,1.396906518
 2022-12-27  16:00:00,0
 2022-12-27  16:30:00,0
 2022-12-27  17:00:00,0
 2022-12-27  17:30:00,13.50153446
 2022-12-27  18:00:00,14.20949853
 2022-12-27  18:30:00,14.04234407
 2022-12-27  19:00:00,13.50046789
 2022-12-27  19:30:00,12.09493154
 2022-12-27  20:00:00,9.55584051
 2022-12-27  20:30:00,9.228154194
 2022-12-27  21:00:00,8.970103017
 2022-12-27  21:30:00,8.501694239
 2022-12-27  22:00:00,8.305498679
 2022-12-27  22:30:00,8.190613509
 2022-12-27  23:00:00,4.807640795
 2022-12-27  23:30:00,0
 2022-12-28  00:00:00,0
 2022-12-28  00:30:00,0
 2022-12-28  01:00:00,0
 2022-12-28  01:30:00,0
